subjID,trialNumber,role,k,ksay,callBS,catchQuestion,catchQuestionAbbr,catchResponse,catchKey,catchResponseTime,condition
subj080,65,sender,6,6,TRUE,What number did you actually roll?,truth,6,6,3845,truth
subj080,67,sender,6,6,FALSE,"NA","NA",-1,-1,-1,truth
subj080,69,sender,3,7,FALSE,"NA","NA",-1,-1,-1,truth
subj080,71,sender,5,5,TRUE,What number did you actually roll?,truth,5,5,3563,truth
subj080,73,sender,7,7,TRUE,What number did you actually roll?,truth,7,7,3459,truth
subj080,75,sender,2,8,FALSE,"NA","NA",-1,-1,-1,truth
subj080,77,sender,2,8,FALSE,"NA","NA",-1,-1,-1,truth
subj080,79,sender,2,8,FALSE,What number did you actually roll?,truth,2,2,3712,truth
subj080,81,sender,10,10,FALSE,"NA","NA",-1,-1,-1,truth
subj080,83,sender,3,7,FALSE,What number did you actually roll?,truth,3,3,3114,truth
subj080,85,sender,3,7,FALSE,"NA","NA",-1,-1,-1,truth
subj080,87,sender,10,10,FALSE,What number did you actually roll?,truth,10,10,4507,truth
subj080,89,sender,0,10,FALSE,"NA","NA",-1,-1,-1,truth
subj080,91,sender,7,7,FALSE,What number did you actually roll?,truth,7,7,5939,truth
subj080,93,sender,7,7,FALSE,What number did you actually roll?,truth,7,7,3963,truth
subj080,95,sender,6,6,FALSE,"NA","NA",-1,-1,-1,truth
subj080,97,sender,1,9,FALSE,"NA","NA",-1,-1,-1,truth
subj080,99,sender,0,10,FALSE,What number did you actually roll?,truth,0,0,3515,truth
subj025,1,sender,6,7,FALSE,What number did you actually roll?,truth,6,6,2976,truth
subj025,3,sender,6,6,FALSE,"NA","NA",-1,-1,-1,truth
subj025,5,sender,6,9,FALSE,What number did you actually roll?,truth,9,6,3129,truth
subj025,7,sender,5,5,FALSE,"NA","NA",-1,-1,-1,truth
subj025,9,sender,8,8,FALSE,What number did you actually roll?,truth,8,8,2640,truth
subj025,11,sender,6,6,FALSE,"NA","NA",-1,-1,-1,truth
subj025,13,sender,5,5,FALSE,What number did you actually roll?,truth,5,5,3232,truth
subj025,15,sender,6,6,TRUE,"NA","NA",-1,-1,-1,truth
subj025,17,sender,3,7,FALSE,What number did you actually roll?,truth,3,3,3032,truth
subj025,19,sender,9,9,TRUE,"NA","NA",-1,-1,-1,truth
subj025,21,sender,0,10,FALSE,"NA","NA",-1,-1,-1,truth
subj025,23,sender,4,6,FALSE,What number did you actually roll?,truth,4,4,3280,truth
subj025,25,sender,5,5,FALSE,"NA","NA",-1,-1,-1,truth
subj025,27,sender,1,9,TRUE,What number did you actually roll?,truth,1,1,2268,truth
subj025,29,sender,5,5,FALSE,What number did you actually roll?,truth,5,5,3368,truth
subj025,31,sender,10,10,TRUE,"NA","NA",-1,-1,-1,truth
subj025,33,sender,4,6,FALSE,"NA","NA",-1,-1,-1,truth
subj025,35,sender,3,8,TRUE,What number did you actually roll?,truth,3,3,2944,truth
subj025,37,sender,5,10,FALSE,What number did you actually roll?,truth,5,5,2656,truth
subj025,39,sender,7,7,FALSE,"NA","NA",-1,-1,-1,truth
subj025,41,sender,7,7,TRUE,"NA","NA",-1,-1,-1,truth
subj025,43,sender,6,6,FALSE,What number did you actually roll?,truth,6,6,3024,truth
subj025,45,sender,7,7,FALSE,"NA","NA",-1,-1,-1,truth
subj025,47,sender,2,7,FALSE,What number did you actually roll?,truth,2,2,3192,truth
subj025,49,sender,4,9,TRUE,"NA","NA",-1,-1,-1,truth
subj025,51,sender,9,9,FALSE,What number did you actually roll?,truth,9,9,4208,truth
subj025,53,sender,8,8,FALSE,"NA","NA",-1,-1,-1,truth
subj025,55,sender,7,7,FALSE,What number did you actually roll?,truth,7,7,2633,truth
subj025,57,sender,4,9,FALSE,"NA","NA",-1,-1,-1,truth
subj025,59,sender,4,4,TRUE,What number did you actually roll?,truth,4,4,2312,truth
subj025,61,sender,1,9,FALSE,What number did you actually roll?,truth,1,1,2648,truth
subj025,63,sender,4,4,FALSE,"NA","NA",-1,-1,-1,truth
subj025,65,sender,6,6,FALSE,"NA","NA",-1,-1,-1,truth
subj025,67,sender,8,8,TRUE,What number did you actually roll?,truth,8,8,2081,truth
subj025,69,sender,6,6,FALSE,What number did you actually roll?,truth,6,6,2256,truth
subj025,71,sender,6,6,FALSE,"NA","NA",-1,-1,-1,truth
subj025,73,sender,4,9,TRUE,What number did you actually roll?,truth,4,4,2673,truth
subj025,75,sender,0,0,FALSE,"NA","NA",-1,-1,-1,truth
subj025,77,sender,6,6,FALSE,"NA","NA",-1,-1,-1,truth
subj025,79,sender,6,6,TRUE,What number did you actually roll?,truth,6,6,2417,truth
subj025,81,sender,10,10,FALSE,"NA","NA",-1,-1,-1,truth
subj025,83,sender,9,9,FALSE,What number did you actually roll?,truth,9,9,3200,truth
subj025,85,sender,9,9,FALSE,What number did you actually roll?,truth,9,9,2968,truth
subj025,87,sender,9,9,FALSE,"NA","NA",-1,-1,-1,truth
subj025,89,sender,3,8,TRUE,What number did you actually roll?,truth,3,3,3000,truth
subj025,91,sender,2,7,FALSE,"NA","NA",-1,-1,-1,truth
subj025,93,sender,6,6,TRUE,"NA","NA",-1,-1,-1,truth
subj025,95,sender,10,10,FALSE,What number did you actually roll?,truth,10,10,3528,truth
subj025,97,sender,4,9,FALSE,"NA","NA",-1,-1,-1,truth
subj025,99,sender,2,8,FALSE,What number did you actually roll?,truth,2,2,2856,truth
subj100,1,sender,9,9,FALSE,"NA","NA",-1,-1,-1,report
subj100,3,sender,6,8,FALSE,What number did you tell the other player?,report,8,8,4154,report
subj100,5,sender,6,6,FALSE,"NA","NA",-1,-1,-1,report
subj100,7,sender,6,5,FALSE,What number did you tell the other player?,report,5,5,3289,report
subj100,9,sender,9,9,FALSE,"NA","NA",-1,-1,-1,report
subj100,11,sender,8,8,FALSE,What number did you tell the other player?,report,8,8,2991,report
subj100,13,sender,0,0,FALSE,What number did you tell the other player?,report,0,0,3718,report
subj100,15,sender,5,7,FALSE,"NA","NA",-1,-1,-1,report
subj100,17,sender,5,8,FALSE,What number did you tell the other player?,report,8,8,2886,report
subj100,19,sender,7,2,TRUE,"NA","NA",-1,-1,-1,report
subj100,21,sender,5,5,FALSE,What number did you tell the other player?,report,5,5,2660,report
subj100,23,sender,9,3,FALSE,"NA","NA",-1,-1,-1,report
subj100,25,sender,9,9,TRUE,"NA","NA",-1,-1,-1,report
subj100,27,sender,0,0,FALSE,What number did you tell the other player?,report,0,0,3589,report
subj100,29,sender,4,10,FALSE,What number did you tell the other player?,report,10,10,3268,report
subj100,31,sender,6,2,FALSE,"NA","NA",-1,-1,-1,report
subj100,33,sender,4,9,FALSE,What number did you tell the other player?,report,9,9,3645,report
subj100,35,sender,6,0,FALSE,"NA","NA",-1,-1,-1,report
subj100,37,sender,8,8,FALSE,What number did you tell the other player?,report,8,8,2869,report
subj100,39,sender,4,10,FALSE,"NA","NA",-1,-1,-1,report
subj100,41,sender,2,9,FALSE,"NA","NA",-1,-1,-1,report
subj100,43,sender,0,0,FALSE,What number did you tell the other player?,report,0,0,4415,report
subj100,45,sender,10,10,FALSE,"NA","NA",-1,-1,-1,report
subj100,47,sender,9,9,TRUE,What number did you tell the other player?,report,9,9,2620,report
subj100,49,sender,9,9,TRUE,"NA","NA",-1,-1,-1,report
subj100,51,sender,6,6,FALSE,What number did you tell the other player?,report,6,6,2626,report
subj100,53,sender,8,8,TRUE,"NA","NA",-1,-1,-1,report
subj100,55,sender,1,1,FALSE,What number did you tell the other player?,report,1,1,1671,report
subj100,57,sender,5,5,FALSE,"NA","NA",-1,-1,-1,report
subj100,59,sender,6,6,TRUE,What number did you tell the other player?,report,6,6,2263,report
subj100,61,sender,6,2,TRUE,What number did you tell the other player?,report,2,2,2037,report
subj100,63,sender,3,3,TRUE,"NA","NA",-1,-1,-1,report
subj100,65,sender,7,7,FALSE,"NA","NA",-1,-1,-1,report
subj100,67,sender,9,9,FALSE,What number did you tell the other player?,report,9,9,4100,report
subj100,69,sender,9,9,FALSE,"NA","NA",-1,-1,-1,report
subj100,71,sender,2,2,FALSE,What number did you tell the other player?,report,2,2,2262,report
subj100,73,sender,1,1,TRUE,"NA","NA",-1,-1,-1,report
subj100,75,sender,1,1,FALSE,What number did you tell the other player?,report,1,1,1940,report
subj100,77,sender,0,0,FALSE,What number did you tell the other player?,report,0,0,4026,report
subj100,79,sender,1,1,FALSE,"NA","NA",-1,-1,-1,report
subj100,81,sender,5,5,FALSE,What number did you tell the other player?,report,5,5,4609,report
subj100,83,sender,8,8,TRUE,"NA","NA",-1,-1,-1,report
subj100,85,sender,9,9,FALSE,What number did you tell the other player?,report,9,9,3113,report
subj100,87,sender,7,7,FALSE,"NA","NA",-1,-1,-1,report
subj100,89,sender,2,10,FALSE,What number did you tell the other player?,report,10,10,2947,report
subj100,91,sender,2,2,FALSE,"NA","NA",-1,-1,-1,report
subj100,93,sender,0,0,TRUE,"NA","NA",-1,-1,-1,report
subj100,95,sender,5,5,FALSE,What number did you tell the other player?,report,5,5,4228,report
subj100,97,sender,10,10,FALSE,What number did you tell the other player?,report,10,10,4940,report
subj100,99,sender,4,4,FALSE,"NA","NA",-1,-1,-1,report
subj001,1,sender,9,9,TRUE,What number did you tell the other player?,report,9,9,1900,report
subj001,3,sender,3,5,TRUE,"NA","NA",-1,-1,-1,report
subj001,5,sender,9,9,FALSE,What number did you tell the other player?,report,9,9,1500,report
subj001,7,sender,8,8,FALSE,"NA","NA",-1,-1,-1,report
subj001,9,sender,0,6,FALSE,"NA","NA",-1,-1,-1,report
subj001,11,sender,9,9,FALSE,What number did you tell the other player?,report,9,9,1758,report
subj001,13,sender,8,8,TRUE,What number did you tell the other player?,report,8,8,1541,report
subj001,15,sender,6,7,FALSE,"NA","NA",-1,-1,-1,report
subj001,17,sender,8,9,TRUE,"NA","NA",-1,-1,-1,report
subj001,19,sender,4,4,FALSE,What number did you tell the other player?,report,4,4,1784,report
subj001,21,sender,2,5,FALSE,"NA","NA",-1,-1,-1,report
subj001,23,sender,5,5,FALSE,What number did you tell the other player?,report,5,5,2153,report
subj001,25,sender,6,8,FALSE,"NA","NA",-1,-1,-1,report
subj001,27,sender,4,7,FALSE,What number did you tell the other player?,report,7,7,2205,report
subj001,29,sender,9,9,FALSE,"NA","NA",-1,-1,-1,report
subj001,31,sender,1,5,FALSE,What number did you tell the other player?,report,5,5,1672,report
subj001,33,sender,10,10,FALSE,What number did you tell the other player?,report,10,10,3045,report
subj001,35,sender,6,6,FALSE,"NA","NA",-1,-1,-1,report
subj001,37,sender,0,10,FALSE,"NA","NA",-1,-1,-1,report
subj001,39,sender,0,4,FALSE,What number did you tell the other player?,report,4,4,1453,report
subj001,41,sender,0,6,FALSE,What number did you tell the other player?,report,6,6,1304,report
subj001,43,sender,2,3,TRUE,"NA","NA",-1,-1,-1,report
subj001,45,sender,0,3,TRUE,"NA","NA",-1,-1,-1,report
subj001,47,sender,3,3,TRUE,What number did you tell the other player?,report,3,3,1462,report
subj001,49,sender,1,7,FALSE,"NA","NA",-1,-1,-1,report
subj001,51,sender,6,5,FALSE,What number did you tell the other player?,report,5,5,1594,report
subj001,53,sender,1,8,FALSE,What number did you tell the other player?,report,8,8,2566,report
subj001,55,sender,0,8,TRUE,"NA","NA",-1,-1,-1,report
subj001,57,sender,4,4,FALSE,What number did you tell the other player?,report,4,4,1525,report
subj001,59,sender,7,8,TRUE,"NA","NA",-1,-1,-1,report
subj001,61,sender,6,8,FALSE,"NA","NA",-1,-1,-1,report
subj001,63,sender,7,8,TRUE,What number did you tell the other player?,report,8,8,1476,report
subj001,65,sender,0,2,FALSE,What number did you tell the other player?,report,2,2,1577,report
subj001,67,sender,3,4,FALSE,"NA","NA",-1,-1,-1,report
subj001,69,sender,1,2,FALSE,"NA","NA",-1,-1,-1,report
subj001,71,sender,3,9,TRUE,What number did you tell the other player?,report,9,9,2318,report
subj001,73,sender,5,4,TRUE,What number did you tell the other player?,report,4,4,1219,report
subj001,75,sender,6,7,FALSE,"NA","NA",-1,-1,-1,report
subj001,77,sender,5,5,TRUE,"NA","NA",-1,-1,-1,report
subj001,79,sender,3,8,TRUE,What number did you tell the other player?,report,8,8,1634,report
subj001,81,sender,1,4,FALSE,What number did you tell the other player?,report,4,4,1972,report
subj001,83,sender,8,8,FALSE,"NA","NA",-1,-1,-1,report
subj001,85,sender,10,9,TRUE,"NA","NA",-1,-1,-1,report
subj001,87,sender,3,3,FALSE,What number did you tell the other player?,report,3,3,1162,report
subj001,89,sender,6,5,FALSE,What number did you tell the other player?,report,5,5,1459,report
subj001,91,sender,3,10,FALSE,"NA","NA",-1,-1,-1,report
subj001,93,sender,1,1,TRUE,What number did you tell the other player?,report,1,1,1444,report
subj001,95,sender,4,8,FALSE,"NA","NA",-1,-1,-1,report
subj001,97,sender,3,3,FALSE,"NA","NA",-1,-1,-1,report
subj001,99,sender,2,6,TRUE,What number did you tell the other player?,report,6,6,1782,report
subj064,2,sender,8,2,FALSE,What number did you actually roll?,truth,8,8,4376,truth
subj064,4,sender,2,1,TRUE,"NA","NA",-1,-1,-1,truth
subj064,6,sender,0,0,FALSE,"NA","NA",-1,-1,-1,truth
subj064,8,sender,7,10,FALSE,What number did you actually roll?,truth,7,7,3916,truth
subj064,10,sender,0,0,FALSE,What number did you actually roll?,truth,0,0,4818,truth
subj064,12,sender,2,0,FALSE,"NA","NA",-1,-1,-1,truth
subj064,14,sender,8,10,FALSE,What number did you actually roll?,truth,8,8,3439,truth
subj064,16,sender,4,10,FALSE,"NA","NA",-1,-1,-1,truth
subj064,18,sender,0,9,FALSE,What number did you actually roll?,truth,0,0,2206,truth
subj064,20,sender,2,8,TRUE,"NA","NA",-1,-1,-1,truth
subj064,22,sender,6,7,FALSE,What number did you actually roll?,truth,6,6,3893,truth
subj064,24,sender,10,6,FALSE,"NA","NA",-1,-1,-1,truth
subj064,26,sender,6,6,FALSE,What number did you actually roll?,truth,6,6,3129,truth
subj064,28,sender,8,5,TRUE,"NA","NA",-1,-1,-1,truth
subj064,30,sender,8,4,TRUE,"NA","NA",-1,-1,-1,truth
subj064,32,sender,6,3,FALSE,What number did you actually roll?,truth,6,6,2901,truth
subj064,34,sender,2,2,FALSE,"NA","NA",-1,-1,-1,truth
subj064,36,sender,10,1,FALSE,What number did you actually roll?,truth,10,10,2906,truth
subj064,38,sender,3,10,FALSE,What number did you actually roll?,truth,3,3,2383,truth
subj064,40,sender,1,10,FALSE,"NA","NA",-1,-1,-1,truth
subj064,42,sender,4,10,FALSE,"NA","NA",-1,-1,-1,truth
subj064,44,sender,5,10,FALSE,What number did you actually roll?,truth,5,5,3624,truth
subj064,46,sender,9,10,FALSE,"NA","NA",-1,-1,-1,truth
subj064,48,sender,8,10,TRUE,What number did you actually roll?,truth,8,8,2117,truth
subj064,50,sender,2,10,FALSE,What number did you actually roll?,truth,2,2,4171,truth
subj064,52,sender,4,9,FALSE,"NA","NA",-1,-1,-1,truth
subj064,54,sender,0,9,TRUE,"NA","NA",-1,-1,-1,truth
subj064,56,sender,4,9,FALSE,What number did you actually roll?,truth,4,4,3127,truth
subj064,58,sender,5,9,FALSE,"NA","NA",-1,-1,-1,truth
subj064,60,sender,6,9,FALSE,What number did you actually roll?,truth,6,6,2516,truth
subj064,62,sender,5,8,TRUE,"NA","NA",-1,-1,-1,truth
subj064,64,sender,3,8,FALSE,What number did you actually roll?,truth,3,3,2850,truth
subj064,66,sender,6,8,FALSE,"NA","NA",-1,-1,-1,truth
subj064,68,sender,4,4,FALSE,What number did you actually roll?,truth,4,4,3939,truth
subj064,70,sender,6,6,FALSE,What number did you actually roll?,truth,6,6,2707,truth
subj064,72,sender,2,6,FALSE,"NA","NA",-1,-1,-1,truth
subj064,74,sender,2,4,FALSE,"NA","NA",-1,-1,-1,truth
subj064,76,sender,6,6,FALSE,What number did you actually roll?,truth,6,6,2426,truth
subj064,78,sender,9,7,FALSE,What number did you actually roll?,truth,5,9,7834,truth
subj064,80,sender,5,5,FALSE,"NA","NA",-1,-1,-1,truth
subj064,82,sender,10,8,FALSE,What number did you actually roll?,truth,10,10,3105,truth
subj064,84,sender,4,1,FALSE,"NA","NA",-1,-1,-1,truth
subj064,86,sender,3,0,FALSE,"NA","NA",-1,-1,-1,truth
subj064,88,sender,7,9,FALSE,What number did you actually roll?,truth,7,7,5669,truth
subj064,90,sender,6,10,FALSE,"NA","NA",-1,-1,-1,truth
subj064,92,sender,4,4,TRUE,What number did you actually roll?,truth,4,4,2051,truth
subj064,94,sender,7,0,TRUE,"NA","NA",-1,-1,-1,truth
subj064,96,sender,3,9,FALSE,What number did you actually roll?,truth,3,3,2830,truth
subj064,98,sender,9,1,FALSE,"NA","NA",-1,-1,-1,truth
subj064,100,sender,2,2,FALSE,What number did you actually roll?,truth,2,2,3937,truth
subj049,2,sender,1,10,FALSE,What number did you tell the other player?,report,10,10,3351,report
subj049,4,sender,10,10,FALSE,"NA","NA",-1,-1,-1,report
subj049,6,sender,7,7,TRUE,What number did you tell the other player?,report,7,7,2663,report
subj049,8,sender,2,8,TRUE,"NA","NA",-1,-1,-1,report
subj049,10,sender,1,1,FALSE,"NA","NA",-1,-1,-1,report
subj049,12,sender,6,9,FALSE,What number did you tell the other player?,report,9,9,2272,report
subj049,14,sender,10,10,TRUE,What number did you tell the other player?,report,10,10,2723,report
subj049,16,sender,6,10,TRUE,"NA","NA",-1,-1,-1,report
subj049,18,sender,3,5,FALSE,What number did you tell the other player?,report,5,5,1600,report
subj049,20,sender,3,10,TRUE,"NA","NA",-1,-1,-1,report
subj049,22,sender,7,7,TRUE,What number did you tell the other player?,report,7,7,1276,report
subj049,24,sender,10,10,TRUE,"NA","NA",-1,-1,-1,report
subj049,26,sender,8,8,FALSE,"NA","NA",-1,-1,-1,report
subj049,28,sender,3,10,FALSE,What number did you tell the other player?,report,10,10,2550,report
subj049,30,sender,5,5,FALSE,What number did you tell the other player?,report,5,5,2668,report
subj049,32,sender,1,10,FALSE,"NA","NA",-1,-1,-1,report
subj049,34,sender,1,5,TRUE,What number did you tell the other player?,report,5,5,1743,report
subj049,36,sender,1,5,FALSE,"NA","NA",-1,-1,-1,report
subj049,38,sender,2,5,TRUE,What number did you tell the other player?,report,5,5,1867,report
subj049,40,sender,8,8,TRUE,"NA","NA",-1,-1,-1,report
subj049,42,sender,10,10,FALSE,"NA","NA",-1,-1,-1,report
subj049,44,sender,10,10,FALSE,What number did you tell the other player?,report,10,10,2090,report
subj049,46,sender,1,5,FALSE,What number did you tell the other player?,report,5,5,1880,report
subj049,48,sender,3,5,FALSE,"NA","NA",-1,-1,-1,report
subj049,50,sender,5,5,TRUE,What number did you tell the other player?,report,5,5,1471,report
subj049,52,sender,2,5,FALSE,"NA","NA",-1,-1,-1,report
subj049,54,sender,5,5,FALSE,"NA","NA",-1,-1,-1,report
subj049,56,sender,0,5,FALSE,What number did you tell the other player?,report,5,5,1486,report
subj049,58,sender,2,5,FALSE,"NA","NA",-1,-1,-1,report
subj049,60,sender,2,5,FALSE,What number did you tell the other player?,report,5,5,1744,report
subj049,62,sender,10,10,FALSE,What number did you tell the other player?,report,10,10,2151,report
subj049,64,sender,4,5,TRUE,"NA","NA",-1,-1,-1,report
subj049,66,sender,5,10,TRUE,What number did you tell the other player?,report,5,10,1728,report
subj049,68,sender,5,5,FALSE,"NA","NA",-1,-1,-1,report
subj049,70,sender,1,1,FALSE,"NA","NA",-1,-1,-1,report
subj049,72,sender,10,10,FALSE,What number did you tell the other player?,report,10,10,2261,report
subj049,74,sender,8,8,FALSE,"NA","NA",-1,-1,-1,report
subj049,76,sender,5,10,FALSE,What number did you tell the other player?,report,10,10,2650,report
subj049,78,sender,1,5,TRUE,"NA","NA",-1,-1,-1,report
subj049,80,sender,4,4,FALSE,What number did you tell the other player?,report,4,4,1500,report
subj049,82,sender,7,7,TRUE,What number did you tell the other player?,report,7,7,1673,report
subj049,84,sender,7,7,FALSE,"NA","NA",-1,-1,-1,report
subj049,86,sender,6,6,FALSE,"NA","NA",-1,-1,-1,report
subj049,88,sender,7,7,FALSE,What number did you tell the other player?,report,7,7,2012,report
subj049,90,sender,4,4,TRUE,What number did you tell the other player?,report,4,4,1834,report
subj049,92,sender,0,10,FALSE,"NA","NA",-1,-1,-1,report
subj049,94,sender,8,8,FALSE,"NA","NA",-1,-1,-1,report
subj049,96,sender,9,9,FALSE,What number did you tell the other player?,report,9,9,2609,report
subj049,98,sender,10,10,FALSE,What number did you tell the other player?,report,10,10,6203,report
subj049,100,sender,0,0,TRUE,"NA","NA",-1,-1,-1,report
subj053,1,sender,3,7,TRUE,What number did you actually roll?,truth,3,3,2440,truth
subj053,3,sender,0,5,TRUE,"NA","NA",-1,-1,-1,truth
subj053,5,sender,5,5,FALSE,"NA","NA",-1,-1,-1,truth
subj053,7,sender,0,2,FALSE,What number did you actually roll?,truth,0,0,2868,truth
subj053,9,sender,9,9,FALSE,What number did you actually roll?,truth,9,9,2465,truth
subj053,11,sender,5,5,FALSE,"NA","NA",-1,-1,-1,truth
subj053,13,sender,2,5,TRUE,"NA","NA",-1,-1,-1,truth
subj053,15,sender,8,8,FALSE,What number did you actually roll?,truth,8,8,3230,truth
subj053,17,sender,9,9,TRUE,What number did you actually roll?,truth,9,9,2514,truth
